"data","preco"
2025-04-07,8825
2025-04-08,8760
2025-04-09,8539
2025-04-10,8978
2025-04-11,9180
2025-04-14,9212.5
2025-04-15,9094
2025-04-16,9083
2025-04-17,9104
2025-04-22,9293.5
2025-04-23,9416.5
2025-04-24,9410.5
2025-04-25,9364
2025-04-28,9365.5
2025-04-29,9487.5
2025-04-30,9204
2025-05-01,9195
2025-05-02,9376
2025-05-06,9500
2025-05-07,9486
2025-05-08,9413
2025-05-09,9485.5
2025-05-12,9590
2025-05-13,9534
2025-05-14,9649.5
2025-05-15,9537.5
2025-05-16,9534
2025-05-19,9545
2025-05-20,9530
2025-05-21,9532.5
2025-05-22,9493
2025-05-23,9595
2025-05-27,9653
2025-05-28,9682
2025-05-29,9641.5
2025-05-30,9623
2025-06-02,9655
2025-06-03,9643
2025-06-04,9673.5
2025-06-05,9834
2025-06-06,9795
2025-06-09,9849
2025-06-10,9854
2025-06-11,9730
2025-06-12,9779
2025-06-13,9658
2025-06-16,9738
2025-06-17,9820.5
2025-06-18,9841
2025-06-19,9712
2025-06-20,9945
2025-06-23,10035
2025-06-24,9930.5
2025-06-25,9810
2025-06-26,10115
2025-06-27,10051
2025-06-30,10040
2025-07-01,10061
2025-07-02,10045
2025-07-03,10120
2025-07-04,9970.5
2025-07-07,9893
2025-07-08,9925
2025-07-09,9635
2025-07-10,9752
2025-07-11,9637.5
2025-07-14,9555
2025-07-15,9564
2025-07-16,9563
2025-07-17,9586
2025-07-18,9667
2025-07-21,9773.5
2025-07-22,9818.5
2025-07-23,9862
2025-07-24,9861
2025-07-25,9788
2025-07-28,9783
2025-07-29,9733.5
2025-07-30,9699.5
2025-07-31,9606
2025-08-01,9535.5
2025-08-04,9622.5
2025-08-05,9576.5
2025-08-06,9604.5
2025-08-07,9636.5
2025-08-08,9627
2025-08-11,9643.5
2025-08-12,9661.5
2025-08-13,9746.5
2025-08-14,9665.5
2025-08-15,9621
2025-08-18,9626.5
2025-08-19,9621.5
2025-08-20,9576.5
2025-08-21,9611
2025-08-22,9643
2025-08-26,9707.5
2025-08-27,9682
2025-08-28,9703.5
2025-08-29,9805
2025-09-01,9804.5
2025-09-02,9773.5
2025-09-03,9873
2025-09-04,9813
2025-09-05,9881
2025-09-08,9810.5
2025-09-09,9822.5
2025-09-10,9847
2025-09-11,9926
2025-09-12,10004.5
2025-09-15,9986
2025-09-16,10071.5
2025-09-17,9894
2025-09-18,9895
2025-09-19,9904
2025-09-22,9921.5
2025-09-23,9900
2025-09-24,9862
2025-09-25,10312
2025-09-26,10125.5
2025-09-29,10233
2025-09-30,10300
2025-10-01,10263
2025-10-02,10455
2025-10-03,10537.5
2025-10-06,10609.5
2025-10-07,10643
2025-10-08,10738
2025-10-09,10866.5
2025-10-10,10735
2025-10-13,10617.5
2025-10-14,10600
2025-10-15,10702
2025-10-16,10495
2025-10-17,10527.5
2025-10-20,10581
2025-10-21,10612
2025-10-22,10600
2025-10-23,10797
2025-10-24,10807
2025-10-27,10987
2025-10-28,10917
2025-10-29,11067.5
2025-10-30,10949
2025-10-31,10901.5
2025-11-03,10872.5
2025-11-04,10600.5
2025-11-05,10603
2025-11-06,10723
2025-11-07,10720
2025-11-10,10800
2025-11-11,10777
2025-11-12,10833
2025-11-13,10942
2025-11-14,10851
2025-11-17,10799
2025-11-18,10649
2025-11-19,10784
2025-11-20,10789
2025-11-21,10685.5
2025-11-24,10795
2025-11-25,10876
2025-11-26,10978
2025-11-27,10934
2025-11-28,11004
2025-12-01,11299
2025-12-02,11285
2025-12-03,11437
2025-12-04,11472
2025-12-05,11645
2025-12-08,11695
2025-12-09,11563.5
2025-12-10,11645
2025-12-11,11740
2025-12-12,11816
2025-12-15,11774.5
2025-12-16,11636
2025-12-17,11720
2025-12-18,11721.5
2025-12-19,11845
2025-12-22,11940
2025-12-23,12070
2025-12-24,12253
2025-12-29,12306
2025-12-30,12512
2025-12-31,12504
